Advertiser_ID,Advertiser_Name,total_spend,total_creatives,ca_ad_count,avg_ad_spend,avg_impressions,avg_cpi,avg_ad_duration,pct_video,pct_text,pct_image,avg_geo_targets,pct_age_targeted,pct_gender_targeted,avg_pct_target_young,avg_pct_target_middle,avg_pct_target_older,pct_female_only,pct_male_only,avg_ca_districts,has_district_targeting,weeks_active,spend_consistency,max_weekly_spend,pct_spend_in_peak_week,num_states,pct_spend_ca,geo_hhi,cluster_label,archetype,pca_x,pca_y
AR03958879095701372929,Raymond Liu,100,3,3,50.0,4166.666666666667,0.01216931216931217,8.666666666666666,0.0,0.0,1.0,12.0,1.0,0.0,0.20000000000000004,0.4000000000000001,0.4000000000000001,0.0,0.0,0.0,0.0,2,0.0,100,0.5,18.0,0.0625,0.0625,0,Targeted Persuader,-0.7106630437801016,1.67231011582866
AR05787600922511147009,VICTOR GORDO FOR MAYOR 2020,4100,5,5,830.0,400600.0,0.021563852288062815,64.8,0.2,0.0,0.8,3.0,1.0,0.2,0.26666666666666666,0.36666666666666664,0.36666666666666664,0.0,0.0,0.0,0.0,14,1.284832148879242,1400,0.3111111111111111,44.0,0.5194805194805194,0.2761005228537696,0,Targeted Persuader,-1.1972673821616568,1.388193874569901
AR09131550583868620801,Anna Caballero for Senate 2022,39100,6,6,6691.666666666667,429666.6666666667,0.11210567210567211,15.833333333333334,0.6666666666666666,0.3333333333333333,0.0,171.0,0.6666666666666666,0.6666666666666666,0.13333333333333333,0.26666666666666666,0.26666666666666666,0.0,0.0,0.0,0.0,7,0.5062022250563692,7700,0.1969309462915601,53.0,0.8669724770642202,0.7521673259826618,0,Targeted Persuader,-1.0533770352336176,-1.1465307232380388
AR11470470905755336705,Coalition to Grow San Francisco - Grow SF PAC Opposing Chan for Supervisor 2024,14400,7,7,2114.285714285714,66142.85714285714,0.028888888888888888,13.714285714285714,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.7790663928346829,5800,0.4027777777777778,23.0,0.8674698795180723,0.7533023660908698,1,Hyper-Local Grassroots,0.9173245712240924,-1.410814934312053
AR08114800845582761985,BISH FOR CONGRESS,100,2,2,50.0,16500.0,0.050769230769230775,10.0,0.0,0.0,1.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.3693063937629153,100,0.5,32.0,0.2,0.20000000000000004,1,Hyper-Local Grassroots,2.309906457460503,1.3052831351821155
AR03315124727084744705,USAFACTS GROUP LLC,1389600,26,1,50.0,500.0,0.1,1.0,1.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0.7944188357934048,107400,0.07728842832469776,51.0,0.1434635585293906,0.05051260907830738,1,Hyper-Local Grassroots,1.1447520755085598,1.155739056847719
AR10872164901812436993,"QUIBI HOLDINGS, LLC",130900,131,14,57.142857142857146,1214.2857142857142,0.08831168831168831,6.285714285714286,0.0,0.0,1.0,176.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1.9260799301571343,53400,0.4079449961802903,56.0,0.09375,0.04580142028554432,1,Hyper-Local Grassroots,2.118328154486529,2.4469477660201457
AR02561141465925287937,הביטחוניסטים,0,57,7,50.0,28071.428571428572,0.061625396825396826,28.0,1.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1,Hyper-Local Grassroots,1.6556674736072934,1.0448128369213499
AR11651883744448479233,"NO ON MEASURE A - ANAHEIM RESIDENTS AGAINST CUTS TO ESSENTIAL CITY SERVICES, A PROJECT OF THE CALIFORNIA HOTEL & LODGING ASSOCIATION",3100,1,1,3250.0,12500.0,0.26,55.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.48387096774193544,600,0.1935483870967742,51.0,0.6666666666666666,0.45185185185185184,1,Hyper-Local Grassroots,3.13082318418431,-0.8843016626781387
AR06954033226000105473,RE-ELECT REBECCA KAPLAN FOR CITY COUNCIL 2020,1700,1,1,1750.0,17500.0,0.1,43.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1.1417083438369147,900,0.5,52.0,0.5555555555555556,0.32510288065843623,1,Hyper-Local Grassroots,2.878677063029365,-0.5682959774521394
AR11752680184434655233,Jacob Wolak,2600,3,3,816.6666666666666,1833.3333333333333,0.3444444444444444,21.666666666666668,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,0.7493328842219021,1300,0.48148148148148145,43.0,0.8620689655172413,0.7479191438763376,1,Hyper-Local Grassroots,2.9246011166165315,-1.6131265611418175
AR08453731901914480641,PLANNED PARENTHOOD OF THE PACIFIC SOUTHWEST ACTION FUND,300,1,1,350.0,212500.0,0.0016470588235294118,3.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,200,0.5,51.0,0.05660377358490566,0.02100391598433606,1,Hyper-Local Grassroots,2.281944198509608,1.3939444117159132
AR00824780368195354625,JENNIFER ESTEEN RN FOR ASSEMBLY 2022,16400,12,12,1350.0,139666.66666666666,0.03856769448874712,17.0,0.8333333333333334,0.16666666666666666,0.0,39.0,0.8333333333333334,0.8333333333333334,0.27777777777777773,0.27777777777777773,0.27777777777777773,0.0,0.0,0.0,0.0,7,0.500483827304292,2900,0.17575757575757575,52.0,0.8214285714285714,0.6757080383173677,0,Targeted Persuader,-2.04766882815977,-0.76073636528981
AR14400221772286787585,Vin Kruttiventi for Congress 2024,10500,3,3,3333.3333333333335,3987500.0,0.0027790346907993965,74.66666666666667,0.3333333333333333,0.0,0.6666666666666666,49.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.3333333333333333,0.3333333333333333,26,0.535593848895837,700,0.06666666666666667,51.0,0.6688311688311688,0.4494855793557092,1,Hyper-Local Grassroots,0.5030568201657762,0.7974187730016139
AR02657599181488652289,REP. TJ COX - U.S. HOUSE OF REPRESENTATIVES,16900,183,183,115.57377049180327,22448.087431693988,0.03072664793874762,13.240437158469945,0.33879781420765026,0.0,0.6612021857923497,27.688524590163933,0.8579234972677595,0.26229508196721313,0.15300546448087432,0.3524590163934426,0.3524590163934426,0.0,0.0,0.5737704918032787,0.5737704918032787,24,0.8220520178700668,2400,0.1411764705882353,54.0,0.7488584474885844,0.5621859427451468,0,Targeted Persuader,-1.3198105727366893,1.0682537122533036
AR10322613476828119041,"National City Quality of Life Coalition 2024, Opposing Measure R",100,2,2,50.0,15000.0,0.01090909090909091,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,1,0.0,100,1.0,20.0,0.05555555555555555,0.05555555555555555,0,Targeted Persuader,-0.7662463138875508,0.9481420304654135
AR01419155463450132481,Hugo Soto-Martinez for City Council 2022,10200,2,2,5125.0,121250.0,0.07551515151515151,21.0,0.5,0.5,0.0,27.0,0.5,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,6,1.339256958068941,5600,0.5436893203883495,52.0,0.7481481481481481,0.5615912208504801,1,Hyper-Local Grassroots,-0.12101788988458471,-1.0179768220473617
AR01356058889178578945,DEMAND THE VOTE,200,3,3,50.0,6166.666666666667,0.06761904761904762,2.0,0.0,1.0,0.0,20.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,200,1.0,40.0,0.08333333333333333,0.08333333333333334,1,Hyper-Local Grassroots,2.8831914278360538,-0.5794718609994376
AR07143184410349666305,COOKIES RETAIL LLC,400,1,1,450.0,187500.0,0.0024,14.0,0.0,0.0,1.0,3.0,1.0,0.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,3,0.6928203230275509,300,0.6,53.0,0.05357142857142857,0.019770408163265307,0,Targeted Persuader,-0.7653239925167241,1.8391168854560063
AR11679967951481470977,US HOUSE OF REPRESENTATIVES OFFICE OF FINANCE,71200,31,31,2348.3870967741937,411290.32258064515,0.014168126029346443,29.29032258064516,1.0,0.0,0.0,44.32258064516129,0.16129032258064516,0.16129032258064516,0.08602150537634408,0.05376344086021505,0.02150537634408602,0.0,0.0,0.0,0.0,40,1.0181624577381991,9100,0.12834978843441466,18.0,0.9766803840877915,0.9539365611610694,1,Hyper-Local Grassroots,0.1697783555460502,-1.1093072111394837
AR09474519596653346817,Marc Levine for Insurance Commissioner,24600,12,12,2045.8333333333333,263916.6666666667,0.05386606585135997,27.5,0.25,0.6666666666666666,0.08333333333333333,2.0,0.25,0.25,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,12,0.9518725862421272,6600,0.27049180327868855,52.0,0.7636986301369864,0.5876337023831867,1,Hyper-Local Grassroots,1.157920749588993,-0.5385093108183931
